zip_code,hospitalization_rate
10001,3.6
10002,11.9
10003,5.6
10004,0.0
10005,0.0
10006,29.6
10007,0.0
10009,3.5
10010,3.0
10011,0.0
10012,13.0
10013,3.5
10014,3.3
10016,2.0
10017,0.0
10018,0.0
10019,2.3
10021,2.2
10022,6.5
10023,3.2
10024,3.4
10025,8.7
10026,10.3
10027,6.3
10028,2.1
10029,11.5
10030,20.5
10031,6.8
10032,17.4
10033,13.7
10034,7.1
10035,17.0
10036,11.0
10037,14.4
10038,8.7
10039,22.1
10040,6.8
10044,17.1
10065,0.0
10069,0.0
10075,0.0
10128,0.0
10280,0.0
10282,0.0
10301,5.1
10302,16.2
10303,18.9
10304,9.5
10305,4.7
10306,11.4
10307,0.0
10308,10.1
10309,9.1
10310,21.3
10312,3.3
10314,7.6
10451,33.8
10452,18.6
10453,19.1
10454,15.9
10455,16.7
10456,12.9
10457,21.7
10458,20.5
10459,16.7
10460,28.9
10461,16.3
10462,15.9
10463,5.7
10464,0.0
10465,7.0
10466,16.8
10467,21.6
10468,15.4
10469,13.8
10470,40.0
10471,4.7
10472,17.7
10473,16.9
10474,16.7
10475,7.0
11004,10.6
11101,8.1
11102,6.7
11103,17.2
11104,3.9
11105,0.0
11106,2.7
11109,34.7
11201,0.0
11203,6.8
11204,15.6
11205,24.3
11206,15.0
11207,13.5
11208,11.5
11209,16.3
11210,6.1
11211,8.9
11212,9.5
11213,12.4
11214,15.1
11215,5.7
11216,5.5
11217,2.4
11218,10.8
11219,21.1
11220,16.9
11221,8.6
11222,8.3
11223,8.6
11224,15.1
11225,13.9
11226,8.2
11228,11.1
11229,10.8
11230,14.6
11231,5.4
11232,22.2
11233,2.7
11234,10.6
11235,23.0
11236,10.3
11237,14.6
11238,5.6
11239,7.7
11354,26.0
11355,11.4
11356,13.1
11357,12.9
11358,2.8
11360,0.0
11361,0.0
11362,0.0
11363,0.0
11364,2.8
11365,4.6
11366,0.0
11367,17.2
11368,21.7
11369,5.9
11370,28.3
11372,16.5
11373,10.9
11374,19.3
11375,21.0
11377,8.3
11378,16.6
11379,10.9
11385,3.9
11411,0.0
11412,2.6
11413,4.6
11414,10.6
11415,10.6
11416,18.9
11417,3.2
11418,5.3
11419,10.3
11420,6.3
11421,12.5
11422,3.1
11423,16.1
11426,19.8
11427,4.2
11428,5.4
11429,3.6
11432,14.8
11433,16.4
11434,6.0
11435,3.4
11436,15.0
11691,19.4
11692,14.3
11693,0.0
11694,0.0
11697,0.0
