zip_code,hospitalization_rate
10001,18.1
10002,74.3
10003,13.0
10004,67.3
10005,22.8
10006,0.0
10007,0.0
10009,35.0
10010,21.0
10011,24.1
10012,21.6
10013,27.8
10014,6.6
10016,23.6
10017,32.0
10018,25.4
10019,41.4
10021,6.5
10022,19.4
10023,16.2
10024,25.7
10025,40.4
10026,54.3
10027,56.8
10028,8.4
10029,78.0
10030,105.9
10031,66.1
10032,60.3
10033,34.2
10034,61.6
10035,85.1
10036,25.7
10037,52.9
10038,30.6
10039,69.9
10040,38.7
10044,34.3
10065,28.7
10069,31.8
10075,21.7
10128,10.2
10280,0.0
10282,0.0
10301,66.8
10302,86.6
10303,86.8
10304,93.1
10305,93.3
10306,60.6
10307,93.9
10308,70.4
10309,60.7
10310,85.3
10312,55.7
10314,72.4
10451,76.0
10452,58.5
10453,58.5
10454,71.4
10455,64.4
10456,91.2
10457,84.1
10458,59.2
10459,100.3
10460,91.7
10461,83.5
10462,49.1
10463,52.9
10464,70.0
10465,74.2
10466,61.7
10467,75.4
10468,57.8
10469,52.3
10470,100.1
10471,14.1
10472,78.0
10473,62.6
10474,116.9
10475,49.1
11004,42.2
11101,48.9
11102,63.2
11103,48.7
11104,39.3
11105,71.8
11106,40.1
11109,0.0
11201,30.5
11203,90.0
11204,49.3
11205,39.7
11206,45.0
11207,105.6
11208,90.0
11209,60.7
11210,56.3
11211,21.6
11212,152.8
11213,105.3
11214,77.6
11215,21.5
11216,51.1
11217,26.9
11218,63.5
11219,44.4
11220,68.7
11221,61.4
11222,36.0
11223,58.9
11224,112.4
11225,62.6
11226,64.7
11228,62.2
11229,69.4
11230,64.1
11231,45.5
11232,66.5
11233,95.5
11234,55.3
11235,113.8
11236,97.8
11237,33.3
11238,41.1
11239,130.5
11354,135.4
11355,163.6
11356,83.3
11357,67.2
11358,69.4
11360,52.5
11361,53.1
11362,27.6
11363,44.5
11364,39.2
11365,61.6
11366,35.2
11367,56.5
11368,73.4
11369,77.3
11370,56.6
11372,57.7
11373,55.6
11374,67.6
11375,43.5
11377,77.3
11378,36.0
11379,57.3
11385,61.8
11411,65.5
11412,70.9
11413,60.2
11414,74.1
11415,100.7
11416,87.2
11417,93.4
11418,85.1
11419,92.8
11420,85.7
11421,77.4
11422,37.0
11423,99.6
11426,29.8
11427,38.2
11428,43.1
11429,97.1
11432,67.5
11433,106.8
11434,85.4
11435,56.5
11436,84.8
11691,73.3
11692,66.6
11693,102.6
11694,52.9
11697,117.9
